DA_OA	DM_AF	DM_OA	JO_OF	JO_OA	KJ_OF	KJ_OA
-0.015126	-0.010386	-0.010527	-0.012217	-0.009018	-0.010108	-0.012068
-0.015194	-0.011161	-0.013128	-0.011566	-0.009561	-0.010084	-0.014192
-0.015172	-0.018502	-0.008898	-0.014386	-0.01494	-0.009119	-0.011398
-0.014909	-0.008267	-0.011607	-0.006406	-0.00813	-0.010566	-0.013225
-0.015286	-0.00988	-0.011382	-0.012711	-0.009612	-0.008014	-0.012571
-0.015136	-0.01296	-0.007953	-0.004739	-0.01259	-0.017777	-0.006535
-0.015074	-0.016091	-0.01087	-0.007764	-0.008574	-0.008378	-0.00975
-0.014865	-0.008965	-0.017188	-0.008428	-0.0091	-0.007651	-0.01391
-0.015022	-0.010383	-0.010581	-0.007995	-0.011097	-0.013366	-0.007699
-0.01532	-0.015096	-0.012698	-0.004898	-0.015755	-0.009891	-0.009085
-0.015165	-0.00813	-0.004344	-0.011564	-0.008586	-0.010007	-0.011262
-0.015337	-0.01055	-0.009158	-0.012	-0.012492	-0.010987	-0.011272
-0.01541	-0.012461	-0.011226	-0.009182	-0.012056	-0.011829	-0.015829
-0.01555	-0.009732	-0.008525	-0.00825	-0.013833	-0.019024	-0.012537
-0.015279	-0.006039	-0.008541	-0.0105	-0.00721	-0.013242	-0.010583
-0.01544	-0.009967	-0.011606	-0.007188	-0.014115	-0.004811	-0.011388
-0.015659	-0.014525	-0.010026	-0.012388	-0.01033	-0.008994	-0.010277
-0.015428	-0.011508	-0.010392	-0.01226	-0.007679	-0.009776	-0.014735
-0.015694	-0.012324	-0.008787	-0.006704	-0.009614	-0.013167	-0.009715
-0.016038	-0.010267	-0.013705	-0.015836	-0.012237	-0.015522	-0.009778
-0.015874	-0.012031	-0.012541	-0.012858	-0.010475	-0.004255	-0.010773
-0.015777	-0.010422	-0.008227	-0.009092	-0.010132	-0.012459	-0.00818
-0.016113	-0.007608	-0.00906	-0.014302	-0.012545	-0.01472	-0.013643
-0.01604	-0.017879	-0.009922	-0.013262	-0.011808	-0.01674	-0.013043
-0.01605	-0.011815	-0.011541	-0.008642	-0.006187	-0.006676	-0.007744
-0.015961	-0.009887	-0.01409	-0.012878	-0.008319	-0.008419	-0.011464
-0.016188	-0.011282	-0.009644	-0.013764	-0.012299	-0.014452	-0.011172
-0.016266	-0.008392	-0.014513	-0.01432	-0.005334	-0.013005	-0.008606
-0.016256	-0.011702	-0.012894	-0.015375	-0.01198	-0.009408	-0.009834
-0.016292	-0.008213	-0.011362	-0.012793	-0.01181	-0.010609	-0.011773
-0.016502	-0.012604	-0.011216	-0.00891	-0.012742	-0.011489	-0.010185
-0.016663	-0.012678	-0.010285	-0.008814	-0.00741	-0.015228	-0.013008
-0.01651	-0.01042	-0.011474	-0.008499	-0.009561	-0.010111	-0.012092
-0.016573	-0.012911	-0.012116	-0.012636	-0.007782	-0.007737	-0.006392
-0.016578	-0.010125	-0.006519	-0.008075	-0.010582	-0.010572	-0.005204
-0.016346	-0.015144	-0.010761	-0.014138	-0.010981	-0.01002	-0.014259
-0.016849	-0.008481	-0.014665	-0.008487	-0.012311	-0.014873	-0.010177
-0.01656	-0.011302	-0.013049	-0.009034	-0.013084	-0.010949	-0.009846
-0.016676	-0.010887	-0.008412	-0.010582	-0.008466	-0.007126	-0.012544
-0.016497	-0.00606	-0.010132	-0.013697	-0.01391	-0.011368	-0.008212
-0.016825	-0.010768	-0.012407	-0.007444	-0.010166	-0.014914	-0.009978
-0.016339	-0.011095	-0.015016	-0.010094	-0.009162	-0.009495	-0.012916
-0.016569	-0.012414	-0.009954	-0.011105	-0.008897	-0.012457	-0.014
-0.016811	-0.009118	-0.010926	-0.012258	-0.010997	-0.008558	-0.010513
-0.016683	-0.010202	-0.010122	-0.008707	-0.012393	-0.009826	-0.007819
-0.016628	-0.00981	-0.012374	-0.015764	-0.007354	-0.010959	-0.009187
-0.017165	-0.010756	-0.010227	-0.011382	-0.012014	-0.009419	-0.010176
-0.016913	-0.011168	-0.00295	-0.008989	-0.009597	-0.010125	-0.01042
-0.016687	-0.012595	-0.015282	-0.013165	-0.015	-0.008391	-0.016389
-0.016801	-0.01161	-0.012287	-0.017109	-0.007161	-0.00865	-0.009741
-0.016923	-0.009851	-0.01156	-0.009413	-0.011553	-0.012498	-0.005566
-0.016831	-0.009087	-0.009162	-0.010331	-0.011538	-0.007924	-0.012733
-0.016775	-0.010415	-0.01107	-0.0136	-0.011282	-0.009366	-0.012385
-0.017197	-0.010266	-0.013196	-0.009943	-0.007382	-0.013042	-0.013053
-0.01713	-0.011964	-0.011447	-0.012627	-0.012115	-0.011267	-0.011057
-0.016934	-0.004828	-0.009988	-0.011761	-0.015121	-0.012516	-0.011302
-0.01693	-0.020317	-0.010135	-0.009998	-0.006075	-0.00878	-0.012432
-0.017057	-0.014046	-0.008383	-0.008719	-0.007353	-0.009419	-0.005576
-0.016931	-0.007578	-0.010168	-0.013718	-0.019877	-0.012953	-0.010882
-0.01739	-0.007679	-0.008865	-0.010595	-0.011985	-0.01075	-0.013529
-0.017177	-0.00803	-0.00964	-0.013175	-0.007318	-0.010281	-0.010321
-0.017159	-0.01355	-0.015243	-0.006585	-0.0095	-0.014234	-0.007517
-0.017047	-0.007057	-0.006409	-0.014604	-0.013738	-0.00857	-0.009974
-0.017758	-0.011203	-0.003096	-0.005523	-0.009384	-0.011216	-0.010274
-0.01727	-0.011714	-0.010048	-0.01285	-0.005746	-0.009771	-0.009727
-0.016933	-0.014726	-0.012515	-0.0115	-0.013313	-0.00922	-0.012156
-0.01709	-0.008423	-0.013564	-0.010628	-0.011613	-0.008696	-0.011449
-0.017543	-0.013184	-0.013723	-0.008358	-0.015444	-0.013923	-0.00659
-0.017101	-0.012637	-0.012656	-0.016147	-0.009836	-0.012637	-0.008218
-0.017012	-0.00883	-0.010819	-0.006871	-0.018175	-0.017424	-0.013958
-0.017394	-0.008502	-0.003523	-0.011072	-0.012982	-0.007757	-0.013344
-0.017223	-0.012404	-0.013464	-0.014819	-0.009597	-0.009764	-0.012004
-0.017327	-0.011453	-0.012604	-0.012761	-0.007888	-0.010845	-0.008418
-0.017023	-0.007698	-0.013825	-0.011005	-0.01202	-0.010563	-0.010664
-0.017427	-0.012923	-0.011134	-0.014433	-0.016104	-0.012422	-0.005334
-0.017228	-0.015147	-0.009597	-0.014757	-0.007327	-0.007682	-0.011594
-0.017246	-0.005102	-0.016397	-0.008244	-0.00932	-0.009534	-0.013488
-0.017382	-0.009947	-0.010099	-0.012003	-0.012545	-0.012912	-0.008681
-0.017294	-0.009148	-0.011459	-0.011802	-0.016606	-0.008764	-0.008742
-0.017319	-0.013187	-0.012962	-0.013137	-0.007251	-0.011191	-0.012442
-0.017588	-0.009739	-0.011786	-0.006762	-0.014012	-0.008801	-0.010425
-0.017538	-0.014277	-0.01499	-0.012737	-0.006004	-0.016554	-0.01301
-0.017424	-0.011413	-0.006539	-0.008702	-0.01146	-0.01216	-0.012796
-0.017769	-0.010246	-0.010837	-0.007125	-0.008007	-0.009233	-0.01087
-0.017239	-0.014054	-0.015614	-0.011423	-0.01217	-0.011469	-0.008249
-0.017246	-0.011033	-0.011897	-0.015924	-0.010811	-0.007269	-0.012302
-0.017252	-0.011865	-0.015021	-0.006472	-0.012404	-0.009512	-0.01428
-0.017428	-0.008189	-0.006804	-0.009476	-0.007631	-0.00791	-0.010761
-0.016986	-0.013812	-0.009991	-0.01281	-0.014163	-0.009296	-0.005628
-0.017077	-0.013732	-0.009547	-0.008192	-0.015531	-0.011711	-0.009175
-0.017349	-0.01228	-0.012435	-0.015624	-0.014317	-0.007308	-0.011636
-0.017407	-0.005636	-0.009564	-0.01523	-0.008739	-0.010426	-0.007563
-0.017126	-0.009459	-0.006312	-0.012135	-0.010694	-0.014384	-0.014465
-0.017423	-0.014231	-0.013809	-0.008326	-0.01082	-0.005282	-0.011706
-0.017124	-0.011589	-0.010419	-0.01373	-0.007636	-0.008653	-0.009913
-0.017134	-0.009517	-0.011811	-0.007802	-0.009287	-0.01427	-0.011246
-0.016979	-0.014069	-0.015118	-0.009236	-0.00775	-0.006343	-0.012852
-0.016767	-0.010478	-0.004991	-0.010082	-0.015315	-0.0131	-0.014469
-0.01676	-0.009247	-0.013278	-0.010573	-0.009377	-0.013492	-0.00793
-0.016607	-0.009443	-0.013976	-0.007668	-0.009822	-0.008746	-0.009084
-0.016882	-0.014415	-0.009361	-0.016321	-0.011056	-0.014837	-0.016075
-0.016686	-0.008719	-0.012929	-0.011276	-0.013142	-0.0123	-0.009068
-0.016546	-0.012357	-0.008686	-0.008937	-0.008269	-0.008683	-0.011376
-0.016865	-0.0125	-0.009225	-0.009617	-0.011188	-0.012201	-0.009451
-0.016727	-0.00902	-0.011401	-0.005911	-0.011213	-0.012968	-0.009058
-0.016487	-0.010765	-0.008016	-0.007748	-0.011657	-0.013511	-0.008849
-0.016563	-0.010486	-0.01291	-0.009962	-0.010503	-0.012777	-0.01429
-0.016526	-0.01268	-0.007524	-0.004393	-0.008387	-0.006464	-0.015642
-0.01637	-0.008362	-0.013313	-0.009833	-0.013627	-0.01021	-0.007118
-0.01645	-0.010941	-0.007428	-0.006796	-0.012015	-0.009173	-0.009365
-0.016449	-0.012023	-0.011592	-0.012134	-0.01016	-0.013136	-0.014247
-0.01671	-0.010281	-0.01553	-0.006695	-0.009166	-0.011904	-0.008797
-0.016402	-0.009886	-0.012665	-0.011291	-0.011227	-0.006321	-0.011554
-0.016853	-0.008941	-0.011144	-0.00881	-0.01138	-0.017371	-0.012232
-0.016559	-0.017117	-0.00785	-0.012796	-0.009561	-0.012984	-0.007516
-0.016379	-0.007135	-0.014192	-0.012574	-0.007602	-0.009719	-0.010083
-0.016161	-0.012812	-0.015585	-0.013401	-0.008722	-0.010928	-0.014231
-0.016376	-0.011374	-0.013381	-0.011818	-0.011868	-0.006041	-0.009995
-0.016246	-0.008578	-0.00772	-0.013466	-0.01122	-0.011054	-0.00757
-0.016238	-0.010503	-0.010566	-0.008547	-0.00816	-0.012935	-0.014239
-0.016313	-0.008987	-0.010785	-0.010945	-0.009087	-0.008142	-0.009485
-0.016286	-0.014405	-0.013159	-0.0143	-0.010308	-0.011665	-0.007502
-0.016129	-0.008617	-0.011743	-0.013216	-0.007831	-0.008861	-0.009677
-0.016314	-0.009125	-0.010371	-0.008717	-0.009776	-0.014724	-0.01407
-0.01616	-0.013744	-0.01019	-0.009201	-0.009176	-0.010748	-0.009789
-0.016029	-0.007015	-0.010665	-0.016369	-0.01373	-0.008378	-0.007987
-0.016145	-0.011222	-0.011392	-0.01068	-0.012072	-0.016366	-0.012574
-0.016142	-0.013706	-0.01033	-0.014307	-0.009732	-0.009525	-0.014578
-0.015689	-0.011014	-0.010439	-0.010518	-0.009065	-0.009047	-0.008729
-0.015981	-0.007449	-0.00811	-0.013806	-0.009726	-0.01138	-0.008964
-0.016023	-0.01179	-0.01441	-0.008553	-0.012328	-0.003831	-0.008845
-0.01613	-0.011608	-0.011495	-0.016725	-0.007038	-0.011927	-0.003583
-0.015745	-0.007971	-0.007567	-0.008944	-0.010168	-0.011705	-0.015569
-0.015471	-0.010254	-0.012253	-0.01181	-0.013176	-0.012056	-0.011904
-0.015962	-0.012207	-0.012027	-0.016526	-0.013845	-0.005912	-0.00826
-0.015898	-0.014739	-0.016336	-0.014865	-0.012801	-0.006871	-0.00507
-0.016065	-0.008473	-0.007268	-0.009237	-0.009196	-0.013455	-0.010511
-0.015668	-0.014759	-0.013172	-0.016432	-0.008155	-0.009791	-0.007677
-0.015717	-0.010785	-0.012575	-0.010265	-0.011415	-0.007773	-0.010701
-0.015827	-0.005753	-0.010284	-0.013194	-0.010607	-0.011746	-0.015239
-0.015895	-0.01306	-0.009635	-0.009406	-0.006639	-0.004499	-0.009105
-0.016015	-0.007158	-0.012007	-0.010796	-0.013305	-0.015038	-0.003402
-0.015838	-0.007227	-0.010326	-0.009499	-0.011205	-0.009033	-0.010611
-0.016091	-0.011146	-0.012981	-0.012701	-0.01776	-0.010406	-0.012607
-0.016038	-0.009677	-0.005895	-0.014242	-0.00484	-0.009777	-0.011704
-0.015888	-0.010287	-0.013346	-0.007957	-0.014461	-0.013781	-0.013432
-0.016306	-0.009563	-0.014662	-0.012909	-0.011958	-0.012782	-0.012402
-0.016423	-0.011148	-0.007721	-0.013581	-0.009355	-0.006422	-0.008419
-0.016403	-0.008805	-0.010588	-0.006576	-0.00896	-0.011527	-0.011947
-0.0162	-0.007838	-0.012077	-0.0107	-0.011479	-0.016879	-0.015669
-0.016515	-0.010821	-0.014036	-0.009454	-0.013536	-0.004226	-0.014285
-0.016216	-0.010275	-0.009051	-0.00954	-0.007323	-0.011357	-0.01257
-0.015833	-0.009429	-0.009808	-0.012139	-0.008957	-0.011832	-0.011577
-0.016223	-0.00791	-0.013046	-0.008507	-0.008348	-0.011857	-0.009848
-0.016303	-0.011125	-0.010327	-0.011886	-0.014691	-0.013678	-0.010565
-0.016332	-0.012987	-0.01102	-0.008637	-0.008121	-0.012242	-0.014498
-0.016113	-0.007868	-0.012144	-0.01408	-0.012846	-0.01426	-0.015204
-0.016345	-0.011476	-0.012855	-0.006776	-0.012578	-0.013915	-0.00751
-0.016217	-0.009746	-0.011434	-0.010495	-0.015233	-0.006985	-0.005659
-0.01613	-0.008967	-0.005153	-0.013323	-0.009256	-0.007138	-0.013751
-0.016328	-0.004486	-0.012072	-0.009436	-0.009474	-0.007025	-0.009499
-0.016111	-0.010004	-0.011297	-0.009259	-0.018676	-0.014816	-0.007772
-0.015951	-0.0102	-0.010865	-0.014711	-0.011633	-0.013883	-0.014095
-0.016034	-0.010119	-0.011543	-0.013428	-0.010207	-0.014437	-0.008024
-0.016135	-0.006535	-0.013503	-0.008197	-0.009359	-0.015051	-0.009108
-0.015887	-0.010777	-0.010505	-0.014897	-0.015331	-0.010412	-0.011699
-0.015838	-0.007289	-0.008897	-0.008848	-0.006434	-0.008488	-0.009574
-0.015987	-0.00777	-0.012474	-0.011462	-0.012476	-0.009295	-0.014817
-0.015809	-0.012366	-0.013509	-0.007068	-0.009259	-0.011531	-0.011203
-0.016059	-0.006822	-0.008205	-0.013906	-0.008736	-0.012124	-0.005647
-0.015851	-0.012228	-0.006982	-0.011325	-0.010648	-0.007376	-0.005866
-0.015938	-0.014404	-0.006739	-0.008765	-0.013165	-0.009705	-0.00949
-0.015783	-0.006439	-0.014058	-0.008726	-0.011705	-0.013438	-0.01419
-0.015617	-0.011167	-0.010516	-0.0115	-0.013074	-0.00787	-0.014372
-0.015869	-0.010584	-0.008983	-0.006067	-0.008571	-0.00935	-0.01147
-0.015758	-0.016146	-0.011087	-0.009697	-0.011161	-0.012082	-0.010306
-0.015772	-0.005681	-0.009051	-0.010197	-0.013605	-0.007896	-0.010596
-0.01571	-0.011181	-0.013285	-0.008863	-0.010629	-0.014877	-0.01073
-0.01573	-0.011604	-0.011931	-0.00963	-0.008056	-0.010024	-0.014094
-0.015448	-0.011985	-0.00878	-0.010809	-0.014211	-0.010591	-0.009575
-0.015733	-0.010152	-0.014181	-0.01041	-0.015703	-0.014288	-0.008748
-0.015818	-0.013535	-0.0111	-0.009456	-0.009764	-0.011301	-0.009588
-0.015508	-0.013803	-0.009524	-0.008712	-0.012341	-0.012787	-0.011033
-0.015835	-0.007869	-0.011608	-0.009917	-0.011893	-0.004647	-0.011683
-0.015985	-0.00825	-0.00735	-0.009862	-0.011251	-0.01401	-0.015287
-0.015532	-0.011345	-0.013876	-0.008439	-0.007729	-0.015624	-0.011433
-0.014677	-0.007121	-0.009638	-0.012633	-0.014587	-0.007809	-0.006001
-0.015606	-0.009144	-0.011914	-0.010228	-0.014933	-0.016384	-0.008836
-0.015283	-0.013732	-0.013799	-0.011634	-0.010677	-0.010747	-0.014951
-0.015275	-0.01375	-0.008213	-0.010619	-0.013238	-0.012038	-0.009889
-0.015572	-0.010625	-0.008967	-0.013221	-0.010394	-0.014434	-0.010517
-0.015446	-0.011082	-0.012648	-0.009579	-0.00986	-0.007582	-0.012304
-0.015354	-0.012194	-0.011164	-0.009158	-0.010849	-0.012606	-0.005836
-0.015621	-0.010078	-0.011313	-0.008221	-0.018538	-0.012546	-0.012131
-0.015526	-0.014638	-0.009246	-0.01239	-0.013186	-0.008509	-0.012512
-0.015169	-0.006953	-0.012026	-0.005587	-0.011686	-0.010704	-0.007096
-0.015298	-0.010317	-0.010862	-0.01374	-0.009871	-0.010715	-0.012373
-0.015231	-0.004649	-0.008826	-0.010203	-0.010006	-0.011526	-0.013176
-0.015132	-0.017471	-0.011664	-0.010963	-0.006686	-0.008166	-0.003529
-0.014972	-0.011031	-0.011903	-0.01191	-0.010578	-0.005378	-0.013307
-0.01495	-0.01013	-0.0066	-0.014528	-0.010928	-0.013458	-0.010748
-0.01479	-0.009987	-0.008219	-0.013568	-0.011967	-0.011356	-0.009868
-0.014965	-0.010728	-0.008377	-0.005727	-0.010073	-0.010247	-0.016068
-0.014673	-0.009734	-0.013388	-0.011979	-0.014826	-0.012029	-0.010703
-0.014863	-0.010445	-0.009232	-0.009197	-0.012664	-0.008515	-0.005709
-0.014955	-0.011695	-0.011152	-0.015171	-0.011126	-0.01245	-0.01033
-0.014848	-0.011086	-0.0141	-0.009249	-0.009351	-0.012818	-0.010765
-0.014739	-0.012808	-0.010592	-0.009055	-0.012	-0.009721	-0.010769
-0.014427	-0.010972	-0.010549	-0.008603	-0.01377	-0.008019	-0.012324
-0.014578	-0.014939	-0.012115	-0.013486	-0.012227	-0.011692	-0.015172
-0.014526	-0.011096	-0.014005	-0.011744	-0.00893	-0.01056	-0.008903
-0.014527	-0.006571	-0.015491	-0.011591	-0.011707	-0.008355	-0.008026
-0.014371	-0.014447	-0.005921	-0.009627	-0.008969	-0.008235	-0.010302
-0.014338	-0.01112	-0.011434	-0.011396	-0.011923	-0.01206	-0.009996
-0.014413	-0.010327	-0.012052	-0.010431	-0.011853	-0.015411	-0.011684
-0.014313	-0.014372	-0.004729	-0.009097	-0.007688	-0.009157	-0.010994
-0.014351	-0.012447	-0.008286	-0.008248	-0.008407	-0.010331	-0.006085
-0.014454	-0.00772	-0.009169	-0.009749	-0.010696	-0.008645	-0.012555
-0.014113	-0.010794	-0.018047	-0.011796	-0.012488	-0.00799	-0.011613
-0.014259	-0.012957	-0.011555	-0.013984	-0.005353	-0.012877	-0.009839
-0.014176	-0.011166	-0.009356	-0.01325	-0.012524	-0.008653	-0.008601
-0.014066	-0.007773	-0.015423	-0.011202	-0.01095	-0.014689	-0.008245
-0.014183	-0.011734	-0.011335	-0.015935	-0.013542	-0.015468	-0.002615
-0.014387	-0.008968	-0.007544	-0.009642	-0.006396	-0.008698	-0.010172
-0.014202	-0.006551	-0.009057	-0.009432	-0.012532	-0.010449	-0.013821
-0.014348	-0.011235	-0.010661	-0.009819	-0.014094	-0.009308	-0.009802
-0.014174	-0.012789	-0.012724	-0.013868	-0.008021	-0.012499	-0.012251
-0.014266	-0.01052	-0.008472	-0.007656	-0.014744	-0.013976	-0.006006
-0.013744	-0.010088	-0.00915	-0.010551	-0.010265	-0.009368	-0.007473
-0.013731	-0.011279	-0.011363	-0.007368	-0.010753	-0.012574	-0.011946
-0.013584	-0.008056	-0.00674	-0.009449	-0.007632	-0.016473	-0.013472
-0.013566	-0.007706	-0.013453	-0.012758	-0.013871	-0.010976	-0.009772
-0.013387	-0.008539	-0.00656	-0.008284	-0.007361	-0.010547	-0.012231
-0.013525	-0.010886	-0.013618	-0.009737	-0.009592	-0.011262	-0.010201
-0.013297	-0.011556	-0.011312	-0.011295	-0.011156	-0.008532	-0.005457
-0.013483	-0.01085	-0.011498	-0.005762	-0.013504	-0.012393	-0.009459
-0.013286	-0.012513	-0.007509	-0.011067	-0.010409	-0.009633	-0.012738
-0.013155	-0.0073	-0.008164	-0.013915	-0.016187	-0.008675	-0.012946
-0.013048	-0.012146	-0.012088	-0.01292	-0.013365	-0.007908	-0.011301
-0.013323	-0.011095	-0.01604	-0.012681	-0.009789	-0.009771	-0.011558
-0.013009	-0.007654	-0.009579	-0.011061	-0.009701	-0.008971	-0.013347
-0.013064	-0.008751	-0.012708	-0.013744	-0.013444	-0.009165	-0.010889
-0.013251	-0.01483	-0.009657	-0.003905	-0.01458	-0.007049	-0.014085
-0.013068	-0.008161	-0.013549	-0.010667	-0.003012	-0.015225	-0.012634
-0.013179	-0.008028	-0.010003	-0.011396	-0.01401	-0.010847	-0.00917
-0.013293	-0.012582	-0.00833	-0.011506	-0.012042	-0.009636	-0.00961
-0.013206	-0.00946	-0.007502	-0.007087	-0.008032	-0.010668	-0.009562
-0.013181	-0.006364	-0.011363	-0.013575	-0.011531	-0.00958	-0.008514
-0.013104	-0.011353	-0.011576	-0.008811	-0.009747	-0.014502	-0.011402
-0.013206	-0.008289	-0.007258	-0.012246	-0.008506	-0.009408	-0.013998
-0.012917	-0.007221	-0.010273	-0.013654	-0.006431	-0.008503	-0.007963
-0.013061	-0.011431	-0.013359	-0.010096	-0.010274	-0.013272	-0.01059
-0.013259	-0.016199	-0.011618	-0.00915	-0.013102	-0.011571	-0.010639
-0.013201	-0.012108	-0.011068	-0.012207	-0.008119	-0.008236	-0.008174
-0.013183	-0.007714	-0.007359	-0.013368	-0.013805	-0.010769	-0.011556
-0.013423	-0.008941	-0.011657	-0.005023	-0.010236	-0.013281	-0.012224
-0.013265	-0.017214	-0.01527	-0.013583	-0.008835	-0.011242	-0.010796
-0.013149	-0.008085	-0.006046	-0.007247	-0.007626	-0.011284	-0.011985
-0.013084	-0.014421	-0.011322	-0.00693	-0.013636	-0.010517	-0.010479
-0.013075	-0.012681	-0.009685	-0.009725	-0.01632	-0.012397	-0.010777
-0.013217	-0.010885	-0.008134	-0.012098	-0.004761	-0.010357	-0.011483
-0.013169	-0.010201	-0.011778	-0.008679	-0.013061	-0.005928	-0.014497
-0.012746	-0.010535	-0.006957	-0.014621	-0.009678	-0.014464	-0.013586
-0.012964	-0.008536	-0.012948	-0.011404	-0.009298	-0.011056	-0.011937
-0.013109	-0.00697	-0.01312	-0.009683	-0.007212	-0.009784	-0.007539
-0.013061	-0.012945	-0.010004	-0.014381	-0.013859	-0.012263	-0.007858
-0.013009	-0.011859	-0.00835	-0.011366	-0.012929	-0.010751	-0.010164
-0.0132	-0.014002	-0.008076	-0.01027	-0.010201	-0.011593	-0.011973
-0.012754	-0.006922	-0.014263	-0.010579	-0.010088	-0.01055	-0.013101
-0.012921	-0.013822	-0.00967	-0.012578	-0.013807	-0.008135	-0.010714
-0.012714	-0.0104	-0.010057	-0.0114	-0.007594	-0.009097	-0.009711
-0.012684	-0.011611	-0.010542	-0.006699	-0.011544	-0.014884	-0.007882
-0.012647	-0.008462	-0.010607	-0.016432	-0.011954	-0.010324	-0.012081
-0.012565	-0.011016	-0.013481	-0.010945	-0.01047	-0.010792	-0.014953
-0.012367	-0.01322	-0.007941	-0.009316	-0.008057	-0.009015	-0.007022
-0.012516	-0.008092	-0.011502	-0.014631	-0.014069	-0.010866	-0.01119
-0.012718	-0.011871	-0.011841	-0.011072	-0.016027	-0.012209	-0.011444
-0.012445	-0.012805	-0.012532	-0.017119	-0.009098	-0.00815	-0.008572
-0.012494	-0.011931	-0.010573	-0.014856	-0.017869	-0.009182	-0.012138
-0.012546	-0.007708	-0.003382	-0.011152	-0.01384	-0.008358	-0.016437
-0.012293	-0.013867	-0.016288	-0.007247	-0.011688	-0.012279	-0.008464
-0.012186	-0.010417	-0.010224	-0.01531	-0.011047	-0.008344	-0.013291
-0.01229	-0.007767	-0.010759	-0.008399	-0.009511	-0.013823	-0.011533
-0.012346	-0.012533	-0.010346	-0.010729	-0.011485	-0.013268	-0.006594
-0.012355	-0.010791	-0.010525	-0.012204	-0.011884	-0.011613	-0.012496
-0.012241	-0.010925	-0.014405	-0.013043	-0.013359	-0.010262	-0.016305
-0.012135	-0.008151	-0.01352	-0.008087	-0.01651	-0.008378	-0.012533
-0.012053	-0.012263	-0.015245	-0.014902	-0.003797	-0.009361	-0.008365
-0.012372	-0.012468	-0.004602	-0.009266	-0.008982	-0.013419	-0.009979
-0.012574	-0.009823	-0.013342	-0.014178	-0.012448	-0.009694	-0.00855
-0.012259	-0.012571	-0.01435	-0.012753	-0.015391	-0.010435	-0.01076
-0.012413	-0.011858	-0.006895	-0.007815	-0.009071	-0.015834	-0.014283
-0.012353	-0.01166	-0.012048	-0.013234	-0.015428	-0.007746	-0.01156
-0.012054	-0.009314	-0.012858	-0.010299	-0.010765	-0.013044	-0.008359
-0.012217	-0.01276	-0.012378	-0.011215	-0.016673	-0.010301	-0.011039
-0.012407	-0.011077	-0.009017	-0.008444	-0.009236	-0.013502	-0.009139
-0.012208	-0.008169	-0.014254	-0.014223	-0.012751	-0.011534	-0.007151
-0.012182	-0.010321	-0.015292	-0.007829	-0.010544	-0.010233	-0.014042
-0.012252	-0.00855	-0.013401	-0.009107	-0.011734	-0.006727	-0.011995
-0.012558	-0.014174	-0.010457	-0.012836	-0.009535	-0.017186	-0.008276
-0.012546	-0.006048	-0.008534	-0.011748	-0.005824	-0.010246	-0.01199
-0.012625	-0.017226	-0.009452	-0.008535	-0.008633	-0.00688	-0.011474
-0.012914	-0.011906	-0.013651	-0.014873	-0.010999	-0.011755	-0.00358
-0.012786	-0.012912	-0.011407	-0.013838	-0.009181	-0.009127	-0.008931
-0.012734	-0.007447	-0.01119	-0.008973	-0.007165	-0.014054	-0.014371
-0.012752	-0.012917	-0.009792	-0.005889	-0.011992	-0.010115	-0.014884
-0.012604	-0.012394	-0.011707	-0.012686	-0.014596	-0.011034	-0.008624
-0.012399	-0.007968	-0.007498	-0.009291	-0.011458	-0.014469	-0.014893
-0.012669	-0.013088	-0.005867	-0.012677	-0.013677	-0.012178	-0.005587
-0.012774	-0.010104	-0.012541	-0.011433	-0.009995	-0.008869	-0.005371
-0.012734	-0.009471	-0.010847	-0.010701	-0.011693	-0.01317	-0.010677
-0.012726	-0.008679	-0.015044	-0.008529	-0.009495	-0.012361	-0.014525
-0.012912	-0.01182	-0.01211	-0.010017	-0.009611	-0.009895	-0.010148
-0.012763	-0.016994	-0.009785	-0.01744	-0.008271	-0.011265	-0.01261
-0.012829	-0.009054	-0.012279	-0.008091	-0.013272	-0.010556	-0.009953
-0.013035	-0.013517	-0.006051	-0.009506	-0.01192	-0.009473	-0.007772
-0.013247	-0.009502	-0.008692	-0.013315	-0.008186	-0.012868	-0.009926
-0.013045	-0.014103	-0.00924	-0.014553	-0.009505	-0.005907	-0.015836
-0.013204	-0.007957	-0.009347	-0.006318	-0.012761	-0.010807	-0.01198
-0.013194	-0.019559	-0.011429	-0.015286	-0.003485	-0.01185	-0.014573
-0.013011	-0.011108	-0.004577	-0.004787	-0.010311	-0.006991	-0.008696
-0.012858	-0.008221	-0.009146	-0.012597	-0.014311	-0.011317	-0.006182
-0.013052	-0.014169	-0.008094	-0.008232	-0.012613	-0.012576	-0.011198
-0.012996	-0.010689	-0.015631	-0.009143	-0.007191	-0.00824	-0.010563
-0.012881	-0.014252	-0.01189	-0.00569	-0.015354	-0.009432	-0.011039
-0.013126	-0.005757	-0.00903	-0.011788	-0.010469	-0.011797	-0.011032
-0.012825	-0.013809	-0.014037	-0.012797	-0.013404	-0.01409	-0.009299
-0.012616	-0.015756	-0.009403	-0.011175	-0.008939	-0.009089	-0.008783
-0.012714	-0.008554	-0.017712	-0.012599	-0.012989	-0.010234	-0.012382
-0.012666	-0.00993	-0.010035	-0.015204	-0.011477	-0.007608	-0.010855
-0.012575	-0.008158	-0.011668	-0.00913	-0.012878	-0.013517	-0.01111
-0.012515	-0.010469	-0.015786	-0.013291	-0.011206	-0.010188	-0.015069
